year.month.day;caudal
2006-06-01;50.05505
2006-07-01;54.14168
2006-08-01;52.87703
2006-09-01;55.62872
2006-10-01;81.77570
2006-11-01;127.36480
2006-12-01;141.48040
2007-01-01;125.62980
2007-02-01;69.96355
2007-03-01;54.87368
2007-04-01;47.00623
2007-05-01;44.06301
2007-06-01;42.96800
2007-07-01;44.24883
2007-08-01;42.36793
2007-09-01;45.95684
2007-10-01;59.64168
2007-11-01;77.33693
2007-12-01;79.31973
2008-01-01;89.11646
2008-02-01;59.37333
2008-03-01;47.36454
2008-04-01;38.25541
2008-05-01;36.44500
2008-06-01;38.28500
2008-07-01;38.76097
2008-08-01;37.83196
2008-09-01;43.48968
2008-10-01;
2008-11-01;128.75650
2008-12-01;150.77280
2009-01-01;51.74402
2009-02-01;27.03270
2009-03-01;53.90150
2009-04-01;35.64759
2009-05-01;38.85486
2009-06-01;44.22917
2009-07-01;39.92620
2009-08-01;38.37649
2009-09-01;41.03971
2009-10-01;55.57824
2009-11-01;46.81592
2009-12-01;55.16647
2010-01-01;49.56331
2010-02-01;47.15959
2010-03-01;40.24038
2010-04-01;34.63645
2010-05-01;34.93358
2010-06-01;53.54796
2010-07-01;32.02
2010-08-01;30.071
2010-09-01;25.733
2010-10-01;25.499
2010-11-01;23.16725
2010-12-01;20.2876
2011-01-01;20.5034
2011-02-01;25.8
2011-03-01;23.7715
2011-04-01;22.1335
2011-05-01;20.74
2011-06-01;20.965
2011-07-01;20.975
2011-08-01;21.304
2011-09-01;22.493
2011-10-01;35.077
2011-11-01;35.76625
2011-12-01;38.0356
2012-01-01;54.0188
2012-02-01;35.2184
2012-03-01;33.56475
2012-04-01;30.684
2012-05-01;31.72
2012-06-01;31.832
2012-07-01;31.728
2012-08-01;30.461
2012-09-01;30.909
2012-10-01;31.112
2012-11-01;37.12275
2012-12-01;33.0872
2013-01-01;56.107
2013-02-01;47.4596
2013-03-01;33.345
2013-04-01;22.831
2013-05-01;23.111
2013-06-01;24.893
2013-07-01;24.069
2013-08-01;25.383
2013-09-01;31.503
2013-10-01;34.143
2013-11-01;48.8865
2013-12-01;55.448
2014-01-01;48.1492
2014-02-01;38.0592
2014-03-01;30.14175
2014-04-01;25.611
2014-05-01;23.59
2014-06-01;22.887
2014-07-01;23.032
2014-08-01;22.969
2014-09-01;22.143
2014-10-01;24.4115
2014-11-01;18.46225
2014-12-01;44.606081871345
2015-01-01;20.755
2015-02-01;24.8592
2015-03-01;22.71325
2015-04-01;25.98
2015-05-01;19.028
2015-06-01;18.704
2015-07-01;18.208
2015-08-01;19.201
2015-09-01;29.615
2015-10-01;33.541
2015-11-01;63.38675
2015-12-01;97.7236
2016-01-01;89.4436
2016-02-01;71.652
2016-03-01;51.46375
2016-04-01;40.764
2016-05-01;41.653
2016-06-01;50.173
2016-07-01;38.494
2016-08-01;37.928
2016-09-01;44.745
2016-10-01;77.9935
2016-11-01;109.11325
2016-12-01;41.2442212389381
2017-01-01;111.6124
2017-02-01;78.7576
2017-03-01;48.995
2017-04-01;38.329
2017-05-01;42.027
2017-06-01;42.17
2017-07-01;41.671
2017-08-01;36.463
2017-09-01;28.731
2017-10-01;37.508
2017-11-01;37.99025
2017-12-01;36.6538
2018-01-01;34.6665
2018-02-01;46.3704
2018-03-01;31.23725
2018-04-01;24.0055
2018-05-01;25.246
2018-06-01;26.521
2018-07-01;26.163
2018-08-01;25.458
2018-09-01;26.886
2018-10-01;29.32
2018-11-01;34.3695
2018-12-01;26.81362
2019-01-01;39.6628
2019-02-01;37.7126666666667
2019-03-01;29.02475
2019-04-01;26.6
2019-05-01;26.094
2019-06-01;30
2019-07-01;23.387
2019-08-01;22.676
2019-09-01;23.035
2019-10-01;16.17
2019-11-01;13.238
2019-12-01;11.661
2020-01-01;27.112
2020-02-01;23.869
2020-03-01;23
2020-04-01;21
2020-05-01;20
2020-06-01;19
2020-07-01;19
2020-08-01;18
2020-09-01;17
2020-10-01;17
2020-11-01;19
2020-12-01;18
2021-01-01;19
2021-02-01;24
2021-03-01;23
2021-04-01;21
2021-05-01;19
2021-06-01;20.1333333333333
2021-07-01;17.9354838709677
2021-08-01;17.2258064516129
2021-09-01;16.2
2021-10-01;15.2903225806452
2021-11-01;12.9333333333333
2021-12-01;12.5714285714286
2022-01-01;27
2022-02-01;22.12
2022-03-01;16.2875
2022-04-01;14.4966666666667
2022-05-01;15.892
2022-06-01;17.46
2022-07-01;16.7161290322581
2022-08-01;16.47
2022-09-01;18.34
2022-10-01;26.2741935483871
2022-11-01;41.6422222222222
2022-12-01;45.1216129032258
2023-01-01;38.7870967741935
2023-02-01;37.6107142857143
2023-03-01;29.7654516129032
2023-04-01;29.5133333333333
2023-05-01;27.4225806451613
2023-06-01;27.53
2023-07-01;26.8161290322581
2023-08-01;25.0633333333333
2023-09-01;25.9833333333333
2023-10-01;29.8727272727273
2023-11-01;32
2023-12-01;51
2024-01-01;50
2024-02-01;55
2024-03-01;33
2024-04-01;27
2024-05-01;23
2024-06-01;24
2024-07-01;25
